"OTUid","Taxon","WHYD200716229_A","ZXL0117_JX","LWM0133_JX","WHYD200513799_A","WHYD200513798_A","CGH0116_C2D1","JFQ0138_JX","SJH0128_JX","YZY0112_C2D15","HM0120_JX","YZR0106_C4","SLM0122_JX","HAH0115_JX","CWZ0121_PD","PXX0136_JX","LMS0134_JX","FMS0129_JX","LGZ0123_JX","WHYD200513772_A","WHYD200716254_A","WHYD200513822_A","WHYD200716230_A","WHYD200513577_A","DGN16SuooMAaA_3_115","WHYD200513786_A","WHYD200513795_A","DGN16SuooMAaA_2_113","WHYD200513812_A","DGN16SuooMAaA_1_115","DGN16SuooMAaA_1_112","DGN16SuooMAaA_2_115","WHYD200513802_A","DGN16SuooMAaA_7_115","DGN16SxfsMAaA_18_115","GXJ0103_C6","FW0124_JX","ZJD0111_C4uiPD","DGN16SxfsMAaA_12_122","YMS0125_JX","DGN16SxfsMCaB_20_109","DGN16SxfsMCaB_19_109","SZL0119_JX","GXJ0103_C8D15","DGN16SxfsMAaA_13_114","DGN16SuooMAaA_4_115","WHYD200513797_A","DGN16SuooMAaA_9_116","DGN16SuooMAaA_2_116","WHYD200716245_A","DGN16SuooMAaA_1_113","WHYD200513785_A","DGN16SuooMAaA_1_116","WHYD200513784_A","WHYD200513815_A","WHYD200513783_A","DGN16SuooMAaA_9_112","DGN16SuooMAaA_7_113","WHYD200513765_A","YGF0137_JX","ZJD0111_JX","FQT0113_JX","FQT0113_C2D15","WHYD200513791_A","DGN16SxfsMAaA_17_112","CGH0116_JX","TWH0126_JX","DGN16SxfsMCaB_21_109","WHYD200513792_A","DGN16SxfsMAaA_12_117","HSR0114_JX","CWZ0121_JX","GZL0140_JX","Rego015","Rego006","WHYD200513800_A","WHYD200513773_A","WY0132_JX","WHYD200513766_A","DGN16SuooMAaA_3_120","DGN16SxfsMAaA_16_119","Rego042","LJK0127_JX","Rego045","DGN16SuooMAaA_4_112","Rego023","Rego020","Rego025","Rego010","Rego083","DGN16SuooMAaA_8_115","WHYD20082037_A","Rego046","Rego071","WHYD20082062_A","CKH0135_JX","Rego061","DGN16SuooMAaA_5_116","DGN16SxfsMCaB_22_109","Rego019","Rego016","Rego069","Rego049","Rego030","Rego035","Rego032","Rego064","Rego054","Rego041","Rego063","YZR0106_C2","WHYD200513813_A"
"OTU1443","p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__unclassified_g__Bacteroides",158,0,0,182,125,0,192,0,0,0,0,0,0,0,446,0,21,17,46,137,49,6,0,0,150,0,0,2,0,0,0,480,0,0,1,36,8,0,1,0,17,34,0,2,0,0,0,1,15,0,0,0,0,0,0,0,0,0,0,7,1261,3,0,0,0,0,34,0,0,0,0,961,0,0,2,5,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1448","p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__Oscillibacter|s__unclassified_g__Oscillibacter",1,3,4,3,0,0,4,15,0,0,0,2,0,0,0,154,3,8,2,2,0,0,29,2,4,0,0,0,0,3,0,6,0,74,11,1,42,30,5,0,14,0,29,5,0,2,0,0,0,0,0,0,0,10,6,0,0,6,14,0,0,0,26,0,0,71,0,0,82,21,0,0,0,0,0,0,14,2,0,2,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1458","p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__NK4A214_group|s__unclassified_g__NK4A214_group",0,8,967,0,2,0,0,0,0,0,0,0,0,0,0,556,0,6,0,0,2,1,29,3,74,0,1,0,0,2,0,56,0,835,296,45,0,47,0,0,0,0,91,60,0,0,0,1,72,1,0,0,0,77,255,0,0,418,1,0,0,0,823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1459","p__Firmicutes|c__Clostridia|o__Peptostreptococcales-Tissierellales|f__Anaerovoracaceae|g__Family_XIII_AD3011_group|s__uncultured_organism_g__Family_XIII_AD3011_group",0,0,122,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,8,0,0,0,0,1,0,43,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,981,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1487","p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__norank_f__Lachnospiraceae|s__unclassified_g__norank_f__Lachnospiraceae",0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,68,0,0,5,0,6,134,0,0,198,0,0,0,40,0,0,0,5,1,0,0,0,9,0,0,0,0,125,0,0,0,0,39,1,1,53,0,0,0,93,26,0,0,0,1,0,0,0,0,1,0,13,0,0,0,0,0,0,0,547,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU15","p__Firmicutes|c__Negativicutes|o__Veillonellales-Selenomonadales|f__Veillonellaceae|g__Megasphaera|s__unclassified_g__Megasphaera",0,0,4,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15,1,0,0,0,18,1,1,0,0,0,0,39,0,0,0,0,1,0,0,0,0,32,43,49,286,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1502","p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnospiraceae_NK4A136_group|s__uncultured_organism_g__Lachnospiraceae_NK4A136_group",422,1215,5,28,26,85,175,0,0,0,0,0,22,0,0,0,0,38,1,1221,143,5,0,0,565,0,0,220,0,3,1,81,0,2,31,1,178,7,12,0,0,0,44,48,2,232,0,9,0,0,139,12,0,2,41,0,0,9,0,0,0,0,2,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1511","p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Eubacterium_eligens_group|s__uncultured_bacterium_g__Eubacterium_eligens_group",308,77,401,4163,0,2728,0,881,0,1,0,0,1800,0,80,354,3,473,357,1380,0,2,234,70,71,0,3,29,0,91,2,408,0,672,217,71,157,57,15,1647,246,1,96,209,8,96,6,8,0,4,3,6,103,31,656,1,4,904,0,0,3206,0,3,71,45,137,0,0,52,3619,2,0,0,0,1,0,0,805,0,657,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1513","p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__unclassified_f__Lachnospiraceae|s__unclassified_f__Lachnospiraceae",16,4,6,0,0,2,0,6,0,0,23,4,156,0,9,101,9,9,6,2,1,1,3,0,7,26,0,1,0,0,0,6,0,0,1,2,1,0,4,9,0,0,3,5,0,0,0,0,0,0,15,0,8,0,2,0,0,2,3,4,0,4,0,146,1,3,19,0,14,1,3,4,0,0,0,0,30,0,0,25,0,15,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1515","p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnospiraceae_ND3007_group|s__uncultured_bacterium_g__Lachnospiraceae_ND3007_group",36,3,12,48,3,0,2,17,17,0,0,8,6,0,55,12,0,14,0,9,0,1,16,2,10,0,0,4,0,3,0,3,0,0,15,2,1,1,13,84,2,0,13,12,0,6,0,3,0,1,26,1,43,0,18,0,0,6,0,2,0,0,17,174,11,0,0,0,2,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1520","p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia|s__unclassified_g__Blautia",32,3,12,8,4,2,1,12,0,0,64,9,173,4,4,53,10,13,3,8,3,13,10,1,19,165,0,4,0,1,0,9,0,0,1,12,4,3,4,3,5,0,3,16,0,2,0,0,1,0,10,0,11,4,11,1,0,3,0,0,0,1,1,116,2,15,25,0,9,7,5,0,0,0,6,0,13,1,0,22,0,12,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
"OTU1524","p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia|s__unclassified_g__Blautia",1,0,2,0,29,1,15,13,2,190,153,2,0,244,2,4,2,0,0,0,18,0,2,0,0,40,0,0,0,1,0,0,0,1,0,3,4,0,2,9,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,264,0,64,0,32,1,2,19,0,2,7,499,0,0,0,31,0,86,0,0,5,0,14,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,12
"OTU1526","p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__unclassified_f__Lachnospiraceae|s__unclassified_f__Lachnospiraceae",2,25,1,3,0,6,32,0,3,81,12,72,22,7,68,16,12,94,61,16,0,8,33,11,1,0,0,22,0,3,1,10,0,0,0,3,24,4,10,182,15,0,0,0,0,135,0,4,0,0,184,1,14,35,23,0,1,63,28,271,348,769,1,361,6,12,170,0,8,55,1,0,0,0,68,12,261,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,735,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1527","p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnoclostridium|s__unclassified_g__Lachnoclostridium",0,12,12,3,0,0,8,3,539,33,11,9,0,1,0,60,6,4,3,8,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,15,19,3,3,147,38,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,24,20,13,304,0,2,18,29,219,16,1,0,0,0,5,0,243,0,0,523,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1529","p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__unclassified_f__Lachnospiraceae|s__unclassified_f__Lachnospiraceae",3,0,0,18,0,0,21,0,2,22,12,2,1,5,2,19,0,1,4,5,0,3,109,0,5,0,0,3,0,0,0,2,0,0,0,0,0,0,7,14,1,0,0,0,0,1,0,0,0,0,0,0,6,2,0,0,0,2,20,58,25,3,51,33,1,4,10,34,33,5,1,169,0,0,505,5,33,4,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,27
"OTU1530","p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__DTU089|s__uncultured_organism_g__DTU089",0,0,13,0,0,0,0,40,0,0,0,0,0,0,0,6,1,2,8,0,0,0,5,0,10,37,0,0,0,0,0,15,0,2,1,0,62,4,8,20,10,0,2,3,0,1,0,0,0,0,0,0,0,13,0,0,0,6,0,0,0,0,16,276,1,170,29,0,0,7,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1534","p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia|s__unclassified_g__Blautia",22,68,348,47,0,209,383,45,285,210,97,291,274,249,237,112,123,67,17,21,4,101,118,21,77,0,0,14,0,3,1,23,0,11,30,11,127,27,234,355,85,7,22,121,0,21,3,9,6,1,110,4,106,1,6,0,1,11,215,95,210,0,70,1536,118,8632,429,71,387,213,442,589,0,0,904,2,1116,43,0,184,0,718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,726,0,0,0,0,0,0,0,0,0,0,0,0,402
"OTU1535","p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Anaerostipes|s__Anaerostipes_hadrus_g__Anaerostipes",30,27,5,234,39,390,54,419,0,60,0,95,1528,0,111,42,43,13,60,68,61,12,7,94,141,2,0,153,0,35,6,119,0,16,19,3,0,8,43,309,105,3,12,22,2,166,1,39,1,4,679,10,61,5,11,0,0,8,0,0,200,0,23,866,135,687,0,0,30,77,0,1003,0,0,0,6,134,23,0,132,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1536","p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Dorea|s__uncultured_bacterium_g__Dorea",0,15,33,0,8,0,61,21,0,632,1,0,0,95,0,0,53,33,35,0,15,0,24,32,18,4,0,0,1,18,0,35,0,20,14,15,0,15,49,0,68,3,28,9,4,0,3,12,1,2,0,4,13,7,48,1,0,35,0,0,0,0,0,0,0,7,0,0,0,0,85,0,0,0,0,24,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1541","p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__Faecalibacterium|s__Faecalibacterium_prausnitzii",2066,774,1493,3928,543,3308,1312,3305,7829,5563,749,453,932,2999,3053,356,549,2277,4873,6968,1155,6655,8106,738,6249,3,4,3570,1,176,16,2214,2,3918,542,161,157,455,4623,846,534,89,1004,343,23,10845,18,216,76,6,11151,59,1611,12400,2963,7,2,10141,0,177,1,0,548,125,6216,2,0,12840,1368,1607,1263,0,0,0,2,1,5,1517,1,257,0,278,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,3,0,0,0,0,0,0,0,0,0,2,0
"OTU1543","p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Roseburia|s__unclassified_g__Roseburia",15,33,15,2,0,5,9,1,26,0,0,62,3,0,44,5,10,7,23,31,3,0,7,5,8,0,0,15,0,0,0,4,0,1,4,3,2,1,11,49,0,1,3,0,0,2,0,0,0,0,24,1,46,43,0,0,0,16,0,1,2,10,2,92,20,0,5,1,6,1,0,0,0,0,0,0,1,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1546","p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__Faecalibacterium|s__unclassified_g__Faecalibacterium",768,29,106,2994,8,31,1,58,0,0,0,44,15,1,3,2,26,72,289,1470,44,123,0,138,318,0,1,30,0,31,4,31,1,118,4,2,0,57,5,32,0,0,19,15,3,101,4,27,0,1,232,12,5,1564,226,3,0,882,0,0,0,0,1,10,95,0,0,0,0,14,0,0,0,0,0,0,0,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1548","p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Agathobacter|s__Eubacterium_rectale_ATCC_33656",4556,1130,3372,27,19,2503,241,248,426,0,0,272,3133,0,651,95,484,823,1015,1385,25,143,49,554,2851,0,9,69,1,371,4,511,1,909,565,16,49,225,342,458,39,87,736,128,37,191,28,60,620,12,508,31,1917,740,429,2,6,2198,0,68,0,5101,116,59,847,0,1340,7,87,154,2,0,0,0,0,1,1,461,0,29,0,422,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"OTU1549","p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnospiraceae_NK4A136_group|s__Lachnospiraceae_bacterium_GAM79",234,137,115,18,0,94,3,146,0,0,0,153,0,0,4,10,9,3,0,6,0,0,85,0,0,0,0,2,0,0,0,0,0,110,108,0,68,19,36,0,24,0,432,12,0,6,0,2,0,0,6,2,1,20,2,0,0,17,0,0,0,0,1,0,48,0,0,0,0,461,0,0,0,0,0,0,0,0,0,3,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"OTU1550","p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Ruminococcus_torques_group|s__Ruminococcus_torques_ATCC_27756",0,27,62,0,4,15,174,405,43,0,0,0,22,50,1,182,83,40,0,0,3,0,0,5,0,0,0,6,0,1,0,3,0,1,16,78,51,177,26,0,159,0,31,21,2,8,0,6,0,0,103,0,0,1,3,0,0,0,28,0,0,0,0,0,71,1,430,1,148,502,21,0,0,0,0,0,1,1,0,257,0,837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1556","p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnospira|s__unclassified_g__Lachnospira",34,11,404,0,4,632,381,117,963,89,0,0,3866,0,4908,27,713,2,87,3,0,0,11,24,113,0,0,42,0,32,0,54,0,53,121,5,1,0,14,894,2,546,41,0,5,56,2,1,8,0,11,0,1632,49,2,0,0,52,0,0,1,2236,94,12,415,0,0,4291,6,17,0,0,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,507,0,0,4251,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1557","p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__unclassified_f__Lachnospiraceae|s__unclassified_f__Lachnospiraceae",31,0,0,181,0,1015,0,0,0,0,0,0,0,0,4,0,0,83,0,7,0,0,0,0,75,0,0,0,0,0,0,18,0,0,0,0,1,0,2,0,0,0,0,0,0,109,0,2,0,0,17,0,0,0,0,0,0,0,0,0,0,1,0,0,25,4,3,2,0,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1558","p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Eubacterium_ventriosum_group|s__unclassified_g__Eubacterium_ventriosum_group",5,5,4,43,4,134,204,190,13,0,0,0,22,0,51,34,13,38,12,26,11,0,2,1,10,0,0,135,1,2,2,13,0,0,5,14,4,0,73,0,52,0,212,642,0,274,1,2,11,0,33,2,13,4,1,0,1,10,0,0,0,0,12,0,102,134,1075,13,0,75,0,0,0,0,0,0,0,48,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1559","p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium_sensu_stricto_1|s__Clostridium_perfringens_g__Clostridium_sensu_stricto_1",26,0,0,6,0,0,0,0,0,0,200,0,0,0,0,0,1,0,6,1,0,0,7,0,0,3,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3815,0,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"OTU1561","p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_sp._UNK.MGS-30",0,0,41,0,0,0,0,0,0,0,0,0,0,0,1,15,0,24,0,0,0,0,0,9,17,0,0,0,0,4,0,0,0,0,8,0,33,2,201,0,12,0,4,2,0,232,0,8,0,0,6,0,0,0,1,0,0,10,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1563","p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnoclostridium|s__uncultured_organism_g__Lachnoclostridium",0,90,0,0,1,155,0,0,260,1903,0,0,46,0,0,0,0,28,0,0,0,246,46,43,52,0,3,409,1,19,0,58,2,5,168,0,3,1,51,105,8,172,66,44,2,191,1,10,19,2,273,4,720,94,82,1,0,202,0,18,0,0,0,24,123,298,0,1625,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"OTU1566","p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Roseburia|s__uncultured_organism_g__Roseburia",7,13,5,28,1,64,2,0,14,0,0,8,12,0,154,2,13,3,9,79,5,0,7,6,3,0,0,93,0,0,0,3,0,0,1,2,1,0,0,37,0,0,0,1,0,4,0,0,0,0,57,0,239,55,0,0,0,37,0,0,0,0,0,8,26,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1568","p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Hungatella|s__uncultured_bacterium_g__Hungatella",2,7,1,20,0,2,55,7,54,60,12,5,0,13,0,160,3,5,3,3,2,22,86,0,6,510,0,4,0,0,0,0,0,3,0,21,38,1,16,68,37,0,5,2,0,1,0,0,2,0,0,0,3,0,1,0,0,2,10,950,12,2,165,101,7,7,105,169,133,8,1,10,0,0,5,97,847,11,0,104,0,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,40
"OTU1569","p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Ruminococcus_torques_group|s__Ruminococcus_torques_ATCC_27756",0,4,17,0,0,0,2,9,3,0,0,0,7,5,1,22,5,8,73,78,0,0,103,9,60,18,0,7,0,11,0,30,0,1,1,5,1,42,2,12,21,0,0,0,1,6,5,0,0,0,20,0,8,14,5,0,0,5,3,1,11,1,22,10,0,2,30,413,24,6,3,1,0,0,0,0,1,126,0,26,0,71,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1571","p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__UBA1819|s__uncultured_organism_g__UBA1819",0,9,7,0,0,0,0,14,14,22,0,0,0,2,0,15,16,131,19,13,0,0,101,1,54,0,0,3,0,0,0,61,0,4,1,5,555,23,66,66,71,0,18,8,0,5,0,2,0,0,0,0,4,37,0,0,0,22,29,0,0,2,519,52,25,65,270,23,86,39,4,0,0,0,109,15,243,122,0,178,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1580","p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__unclassified_g__Bacteroides",0,0,0,0,0,0,0,1,0,0,0,0,0,0,13,2,0,35,0,0,0,0,0,0,3,0,0,0,0,0,0,10,0,0,0,64,1,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,11,0,0,0,0,7,0,0,0,0,0,0,3,0,18,0,421,0,0,7,0,0,0,0,66,0,0,269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"OTU1584","p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnoclostridium|s__unclassified_g__Lachnoclostridium",4,1,1,10,0,0,1,1,99,26,9,3,0,0,1,19,4,3,5,14,0,8,6,0,3,0,0,2,0,0,0,0,0,0,0,4,2,0,1,35,8,0,2,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,31,1,2,44,92,0,0,4,85,70,4,0,29,0,0,4,1,76,1,0,110,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1585","p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnoclostridium|s__unclassified_g__Lachnoclostridium",2,0,0,24,2,0,0,0,1,1,0,1,0,0,0,1,0,0,5,6,0,6,472,0,1,1,0,0,0,0,0,3,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,8,5,2,75,4,0,0,0,92,0,0,0,1,0,0,0,4,4,41,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104
"OTU1596","p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__Subdoligranulum|s__uncultured_bacterium_g__Subdoligranulum",312,228,624,497,3,102,2,364,0,0,0,0,0,0,0,0,132,849,372,394,0,752,3,29,720,1,1,294,0,28,4,313,0,294,28,90,0,773,49,0,0,32,208,400,8,288,4,31,72,1,898,13,1,1251,57,0,0,681,0,0,0,0,2,0,532,3,0,0,1,177,0,0,0,0,0,60,0,736,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1598","p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Butyricicoccaceae|g__Butyricicoccus|s__uncultured_bacterium_g__Butyricicoccus",12,115,101,105,0,84,0,65,0,0,0,0,123,77,0,92,12,31,20,29,0,22,281,5,33,0,0,157,0,5,0,25,0,33,31,2,0,59,19,0,57,0,90,26,0,21,0,3,12,0,46,3,91,55,77,0,1,125,1,0,30,0,0,0,29,228,53,0,0,44,53,3,0,0,0,31,0,98,0,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"OTU1601","p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_eutactus",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,499,0,1,0,0,0,14,235,0,0,0,0,12,0,272,0,229,421,0,0,148,0,0,0,0,276,43,0,0,0,22,0,1,0,20,0,0,853,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1660","p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterella|s__uncultured_bacterium_g__Sutterella",0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,1250,0,262,0,1,0,0,4,0,0,0,0,0,1,0,0,0,4,54,0,0,10,0,0,0,0,31,9,0,0,0,0,1,0,0,1,0,16,3,0,0,227,0,0,0,0,0,0,0,0,0,0,0,0,0,142,0,0,0,3723,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
