OTU,CGH0116_C2D1,CGH0116_JX,CKH0135_JX,CWZ0121_JX,CWZ0121_PD,DGN16SuooMAaA_1_112,DGN16SuooMAaA_1_113,DGN16SuooMAaA_1_115,DGN16SuooMAaA_1_116,DGN16SuooMAaA_2_113,DGN16SuooMAaA_2_115,DGN16SuooMAaA_2_116,DGN16SuooMAaA_3_115,DGN16SuooMAaA_3_120,DGN16SuooMAaA_4_112,DGN16SuooMAaA_4_115,DGN16SuooMAaA_5_116,DGN16SuooMAaA_7_113,DGN16SuooMAaA_7_115,DGN16SuooMAaA_8_115,DGN16SuooMAaA_9_112,DGN16SuooMAaA_9_116,DGN16SxfsMAaA_12_117,DGN16SxfsMAaA_12_122,DGN16SxfsMAaA_13_114,DGN16SxfsMAaA_16_119,DGN16SxfsMAaA_17_112,DGN16SxfsMAaA_18_115,DGN16SxfsMCaB_19_109,DGN16SxfsMCaB_20_109,DGN16SxfsMCaB_21_109,DGN16SxfsMCaB_22_109,FMS0129_JX,FQT0113_C2D15,FQT0113_JX,FW0124_JX,GXJ0103_C6,GXJ0103_C8D15,GZL0140_JX,HAH0115_JX,HM0120_JX,HSR0114_JX,JFQ0138_JX,LGZ0123_JX,LJK0127_JX,LMS0134_JX,LWM0133_JX,PXX0136_JX,Rego006,Rego010,Rego015,Rego016,Rego019,Rego020,Rego023,Rego025,Rego030,Rego032,Rego035,Rego041,Rego042,Rego045,Rego046,Rego049,Rego054,Rego061,Rego063,Rego064,Rego069,Rego071,Rego083,SJH0128_JX,SLM0122_JX,SZL0119_JX,TWH0126_JX,WHYD200513577_A,WHYD200513765_A,WHYD200513766_A,WHYD200513772_A,WHYD200513773_A,WHYD200513783_A,WHYD200513784_A,WHYD200513785_A,WHYD200513786_A,WHYD200513791_A,WHYD200513792_A,WHYD200513795_A,WHYD200513797_A,WHYD200513798_A,WHYD200513799_A,WHYD200513800_A,WHYD200513802_A,WHYD200513812_A,WHYD200513813_A,WHYD200513815_A,WHYD200513822_A,WHYD200716229_A,WHYD200716230_A,WHYD200716245_A,WHYD200716254_A,WHYD20082037_A,WHYD20082062_A,WY0132_JX,YGF0137_JX,YMS0125_JX,YZR0106_C2,YZR0106_C4,YZY0112_C2D15,ZJD0111_C4uiPD,ZJD0111_JX,ZXL0117_JX
OTU2200,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,1,6,0,0,0,0,0,0,13,0,0,1,0,1,0,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,11,0,1,0,0,0,0,5,0,1,0,3,0,0,4,0,0,0,2,3,0,1,0,0,0,1,9,0,0,15,0,0,0
OTU6153,0,0,0,0,0,1,3,0,0,1,1,1,1,0,2,1,3,19,3,7,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,0,0,0,1,0,0,0,2,2,0,0,3,0,1,6,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0
OTU4839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,205,0,0,5,0,0,0,0,0,0,12,69,0,1,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0
OTU5684,0,0,0,0,0,12,0,15,2,0,0,0,0,1,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,9,0,0,3,0,0,15,0,9,15,0,0,0,0,1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
OTU2565,23,0,0,0,0,9,0,0,0,0,0,2,8,0,0,1,0,0,0,0,0,2,35,9,0,1,0,0,47,0,0,252,0,1,8,10,4,0,0,223,0,0,0,10,0,0,1,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,5,12,0,1,0,2,7,108,5,1,0,0,7,0,0,0,0,51,0,0,0,13,0,0,1,0,0,0,0,6,36,7,0,4,2,0
OTU3749,0,0,0,0,0,0,0,0,26,11,8,9,2,23,9,15,95,9,9,15,7,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,11,6,86,35,1,2,1,4,12,0,1,2,10,0,14,9,10,14,11,22,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,0,0,0,0,0,0,0,0,0
OTU3741,0,0,0,0,0,0,0,0,0,5,6,0,0,0,3,0,11,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,9,21,0,0,0,0,0,0,10,0,8,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2836,0,0,0,0,0,0,0,0,0,1,28,0,2,0,1,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,2,23,0,0,0,1,4,0,0,0,0,1,0,0,11,0,0,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
OTU4984,0,0,0,1,0,7,3,0,6,1,0,2,12,0,0,0,0,0,0,0,0,1,0,5,5,0,0,8,1,0,0,0,7,0,0,0,2,2,0,8,0,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,79,14,60,22,50,43,71,10,34,38,14,0,8,9,0,0,12,51,0,4,15,31,1,12,70,0,0,0,0,0,0,0,1,0,0,5
OTU6417,27,11,0,3,49,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,51,0,12,165,0,31,200,0,0,0,1,0,0,213,0,0,0,0,0,245,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,838,35,0,0,8,1,54,230,0,0,0,0,307,0,0,0,2,329,0,13,10,0,0,1,0,0,0,0,0,26,0,0,0,25,0,327
OTU2103,4,0,0,3,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,3,0,0,2,0,4,0,3,0,0,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,15,2,3,0,0,1,7,4,1,0,0,1,3,0,6,0,1,13,0,3,0,5,0,0,1,0,0,0,0,2,0,0,0,0,0,7
OTU4595,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1101,0,0,0,0,0,3,0,0,0,0,0,0
OTU4599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,1,0,0,124,0,0,0,0,0,0,0,0,0,3,0,0
OTU3007,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,65,0,0,15,0,0,0,0,0,0,0,18,17,37,0,0,0,39,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,39,0,0,3,60,0,0,0,0,0,0,11,0,0,4,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
OTU4758,1,4,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,4,53,0,0,1,0,4,1,12,0,0,3,0,2,4,0,9,5,0,20,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,2,0,0,0,0,61,1,0,26,10,0,21,15,0,10,0,12,4,3,0,0,0,0,26,38,0,5,0,0,1,0,6,0,0,5,0,0,0
OTU3836,0,0,0,0,0,0,0,0,0,17,8,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,3,0,1,0,2,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU6424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,6,26,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2902,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,1,0,0,0,0,1,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,3,0
OTU5509,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,5,10,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,4,0,0,0,0,0,0,5,1,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
OTU5934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
OTU1488,0,1,0,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,32,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,13,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,2,0,0,0,0,9,16,0,0,0,0,1,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,19
OTU6685,2460,1001,0,1410,3242,19,0,0,1,0,0,0,14,0,0,0,0,0,0,0,0,5,0,37,64,0,1,84,0,0,0,0,0,0,1,21,39,86,0,1,1678,193,0,0,0,0,530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2349,0,0,1,0,46,84,0,0,119,0,919,0,1,0,0,3171,0,0,0,0,1573,0,11,0,0,2233,0,0,0,0,0,0,0,1,0,0,0,0,792
OTU263,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1,2,0,2,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,6,0,12,3,1,0,0,1,0,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0
OTU698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,4,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,5,0,0,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4709,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,32,0,1,0,0,0,0,0,22,48,0,0,1,0,0,0,0,0,16,9,0,54,84,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,310,0,2,10,0,0,0,0,0,0,0,1190,0,0,0,4843,0,0,0,0,0,18,542,0,0,2849,0,0,0,0,0,0,0,0,0,44,5,0
OTU1402,0,0,0,0,0,5,0,0,0,0,1,1,9,0,0,1,0,0,0,0,0,0,0,0,0,0,159,0,0,119,0,0,25,0,0,0,0,0,0,1,0,289,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,0,0,4384,2893,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,33,0,0,0,0,0,539,0
OTU1743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,15,0,0,3,0,0,0,0,0,0,0,3,2,62,0,0,0,0,0,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,26,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,17,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU824,13,9,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,14,7,106,2,15,731,7,0,1,2,0,2,12,9,0,353,31,1,1,0,0,11,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,37,2,1,1,0,1,0,2,0,0,4,34,10,0,0,0,1,0,1,3,1,0,1,4,0,0,0,0,162,1,97,0,2,106,15,327,10
OTU4927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,4,0,67,0,0,0,0,0,0,0,32,5,5,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,99,2,0,0,10,0,0,1,3,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1
OTU1863,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,2,3,2,2,12,0,0,4,0,0,0,0,0,0,10,7,7,2,11,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,15,2,3,5,0,0,1,1,12,6,5,0,2,0,2,0,7,0,0,16,0,0,3,0,5,0,0,5,0,5,0,0,4,40,0,0
OTU1890,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,378,0,0,0,163,0,1,52,0,0,0,1,0,26,0,443,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,568,0,152,3,0,0,0,135,178,0,0,0,0,0,0,199,0,0,289,0,34,0,0,106,0,0,0,0,0,0,0,0,0,1,95
OTU1200,51,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,6,2,0,0,0,7,0,0,0,0,30,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
OTU3454,0,0,0,0,0,3,2,2,73,12,1,7,4,0,9,1,2,4,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,35,9,4,8,8,15,51,2,26,20,42,3,9,100,3,4,35,8,40,2,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,32,5,0,0,0,0,0,0,0,0,0
OTU297,0,0,3,0,12,86,48,35,0,64,12,68,0,52,3,17,55,91,10,14,112,3,0,0,0,0,1,0,1,9,5,377,5,0,1,0,1,0,28,512,5,0,0,0,0,42,0,4,11,38,377,83,653,26,2400,83,22,430,79,3,1,1143,13,70,1029,191,305,491,89,968,0,0,25,0,0,0,0,0,9,93,0,0,1,0,0,0,0,0,2,6,0,0,0,0,0,20,68,1,0,28,31,17,0,0,0,2,94,4,1,0,2
OTU4589,0,3,0,12,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,14,51,0,2,3,0,25,0,18,1,0,16,0,3,23,0,109,4,0,3,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,66,0,0,0,0,80,7,3,149,5,6,34,52,0,5,0,1,9,33,3,0,0,0,8,32,18,23,0,0,23,1,23,0,0,44,1,0,4
OTU1363,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,12,0,0,1,0,0,0,0,0,0,0,7,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,15,0,0,7,0,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
OTU2029,0,4,769,0,0,0,1,0,3,3,1,5,0,0,0,0,0,0,0,0,0,0,1,0,7,1,0,1,485,1,853,1,176,40,28242,1260,3,0,6616,0,0,29,6278,1213,1,11,0,4702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,759,268,1,0,2,4,94,9771,2,9596,1,150,0,0,34300,0,142,1676,8,384,31,18087,0,68,1676,15,410,1310,0,0,877,1,108,1,0,0,1265,332,0
OTU3588,0,0,0,0,0,2,0,20,425,106,4,1,0,20,75,2,4,85,1,46,41,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,15,1,1,0,47,3,5,0,2,1,0,12,17,1,1,0,3,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,57,8,0,0,0,15,4,0,0,0,0,0,0,0,0,0
OTU3028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,0,0,0,0,0,0,0,77,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
OTU3502,0,0,0,0,0,0,0,11,0,3,2,0,0,0,19,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,0,27,6,0,0,0,0,0,1,0,0,0,0,1,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4838,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,11,1,1,1,0,0,0,3,59,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
OTU3729,0,0,0,0,0,4,1,1,0,4,7,2,0,20,0,94,9,0,5,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,1,5,17,5,2,3,0,0,0,0,0,6,0,0,1,26,0,2,0,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
OTU1249,0,0,0,0,0,3,1,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,3,0,2,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,36,0,0,0,0
OTU4860,0,0,0,0,0,0,9,3,10,24,4,1,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1865,0,0,0,0,0,0,3,1,1,2,0,0,2,0,24,0,3,0,0,43,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2,0,0,7,7,0,22,0,7,1,0,0,8,0,0,0,56,1,0,1,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU6366,0,26,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,522,181,506,1529,0,331,266,1,0,0,29,0,0,126,94,419,0,0,0,65,0,61,10,45,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,36,0,0,1859,30,2,0,0,0,82,0,1,53,0,0,0,0,0,0,0,58,0,0,2,0,0,1,0,0,0,0,30,0,275,0,0,0,0,0,61
OTU1535,390,135,0,0,0,35,4,0,10,0,6,39,94,0,0,2,0,0,0,0,0,1,30,8,22,132,866,16,105,309,0,0,43,0,200,3,19,12,1003,1528,60,77,54,13,0,42,5,111,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,419,95,3,687,7,8,23,60,6,11,61,679,141,23,0,2,166,39,234,0,119,153,0,5,61,30,12,1,68,0,0,134,0,43,0,0,0,0,0,27
OTU862,17,15,0,0,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,12,3,19,77,0,4,69,0,0,3,13,0,0,19,5,26,0,2,8,125,1317,48,2,4,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,32,0,2,0,0,0,1,1,2,0,13,2,1,0,0,4,0,1,0,5,1,0,1,1,0,1,0,1,0,0,0,0,57,1,0,0,33,0,9
OTU2311,0,1,566,3,753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,106,1,352,4,0,8,0,15,158,0,0,22,6,8,113,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,0,0,4,0,0,0,0,0,1,0,127,0,0,0,1,1,0,105,0,0,4,1,0,22,0,0,45,1,0,1327,6,0,71,30,0
OTU4971,0,0,0,0,0,12,9,0,18,1,1,8,79,0,0,3,1,0,1,0,0,1,0,0,2,0,0,4,0,0,0,0,0,0,0,0,32,1,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,361,0,0,0,101,1,0,1,0,0,0,0,624,3,28,0,0,0,102,455,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12
OTU2963,16,6,0,9,41,2,1,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,9,10,0,17,1923,26,432,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,8,0,84,5,124,0,0,41,6,0,0,6,60,0,0,3,0,31,0,0,0,0,7,0,1588,0,0,0,7,0,4
OTU2027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,11,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,27,0,0,5,0,0,0
OTU5178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,6,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13,0,0,1,0,0,0,0,0,0,0,0,1,0,0
OTU5277,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,20,0,0,0,0,0,0,0,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
OTU3472,0,0,0,0,0,8,10,1,9,4,12,0,3,0,11,9,39,5,9,12,9,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,16,1,6,24,26,14,2,11,3,2,0,8,5,11,2,11,20,0,4,19,16,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,9,21,0,0,0,0,0,0,0,0,0
