Pathway level1,Pathway level2,Pathway level3,Description,WHYD200513786_A,DGN16SxfsMAaA_12_117,SLM0122_JX,DGN16SxfsMCaB_22_109,YGF0137_JX,DGN16SxfsMAaA_12_122,YMS0125_JX,HSR0114_JX,SZL0119_JX,WHYD200513765_A,WHYD200513800_A,WHYD200513773_A,JFQ0138_JX,CKH0135_JX,HM0120_JX,FW0124_JX,PXX0136_JX,LMS0134_JX,FMS0129_JX,LGZ0123_JX,DGN16SxfsMCaB_20_109,ZXL0117_JX,LJK0127_JX,DGN16SxfsMCaB_19_109,WY0132_JX,CGH0116_JX,LWM0133_JX,ZJD0111_JX,FQT0113_JX,CWZ0121_JX,DGN16SxfsMCaB_21_109,WHYD200513766_A
Metabolism,Xenobiotics biodegradation and metabolism,ko00624,Polycyclic aromatic hydrocarbon degradation,0.008,2,5,54.58,0.008,0.008,0.008,0.66,303.22,0.008,5.34,0.66,120.94,213.54,4.34,3.66,80.38,352.07,2.12,81.34,41.84,0.008,3.12,75.43,18,12,12.66,65.72,4.46,0.008,10.1,2
Human Diseases,Substance dependence,ko05034,Alcoholism,76.64,0.008,46.79,222.8,5,89,0.008,0.008,0.008,2.8,1,0.008,0.008,1.58,0.008,125.5,12,0.008,1,50.64,5.46,0.008,0.008,8.67,0.14,4,140.5,48,5.18,0.008,1.76,0.008
Human Diseases,Substance dependence,ko05031,Amphetamine addiction,76.64,0.008,46.79,222.8,5,89,0.008,0.008,0.008,2.8,1,0.008,0.008,1.58,0.008,125.5,12,0.008,1,50.64,5.46,0.008,0.008,8.67,0.14,4,140.5,48,5.18,0.008,1.76,0.008
Human Diseases,Substance dependence,ko05030,Cocaine addiction,76.64,0.008,46.79,222.8,5,89,0.008,0.008,0.008,2.8,1,0.008,0.008,1.58,0.008,125.5,12,0.008,1,50.64,5.46,0.008,0.008,8.67,0.14,4,140.5,48,5.18,0.008,1.76,0.008
Organismal Systems,Nervous system,ko04728,Dopaminergic synapse,76.64,0.008,46.79,222.8,5,89,0.008,0.008,0.008,2.8,1,0.008,0.008,1.58,0.008,125.5,12,0.008,1,50.64,5.46,0.008,0.008,8.67,0.14,4,140.5,48,5.18,0.008,1.76,0.008
Organismal Systems,Nervous system,ko04726,Serotonergic synapse,76.64,0.008,46.79,222.8,5,89,0.008,0.008,0.008,2.8,1,0.008,0.008,1.58,0.008,125.5,12,0.008,1,50.64,5.46,0.008,0.008,8.67,0.14,4,140.5,48,5.18,0.008,1.76,0.008
Environmental Information Processing,Signaling molecules and interaction,ko04514,Cell adhesion molecules (CAMs),11,55,22,0.008,11,1,7,45,0.008,3,0.008,2,0.008,1,1,5,0.008,58,8,9,120,0.008,0.008,5,91,6,6,119,0.008,0.008,0.008,1
Environmental Information Processing,Signaling molecules and interaction,ko04512,ECM-receptor interaction,11,55,22,0.008,11,1,7,45,0.008,3,0.008,2,0.008,1,1,5,0.008,58,8,9,120,0.008,0.008,5,91,6,6,119,0.008,0.008,0.008,1
Cellular Processes,Cellular community - eukaryotes,ko04510,Focal adhesion,11,55,22,0.008,11,1,7,45,0.008,3,0.008,2,0.008,1,1,5,0.008,58,8,9,120,0.008,0.008,5,91,6,6,119,0.008,0.008,0.008,1
Cellular Processes,Cell motility,ko04810,Regulation of actin cytoskeleton,11,55,22,0.008,11,1,7,45,0.008,3,0.008,2,0.008,1,1,5,0.008,58,8,9,120,0.008,0.008,5,91,6,6,119,0.008,0.008,0.008,1
Metabolism,Biosynthesis of other secondary metabolites,ko00997,Biosynthesis of various secondary metabolites - part 3,6,0.008,57,0.008,7,6.5,7,8,0.008,0.008,0.008,0.008,0.008,0.008,1,0.008,0.008,74,1,4,0.008,0.008,4,59,130,7,7,0.008,0.008,0.008,10,0.008
Metabolism,Glycan biosynthesis and metabolism,ko00515,Mannose type O-glycan biosynthesis,19,0.008,1,0.008,0.008,0.008,1,0.008,1,0.008,2,0.008,0.008,0.008,3,0.008,0.008,11,2,0.008,0.008,0.008,10,0.008,36.6,214,0.008,0.008,0.008,0.008,9,0.008
Metabolism,Glycan biosynthesis and metabolism,ko00514,Other types of O-glycan biosynthesis,19,0.008,1,0.008,0.008,0.008,1,0.008,1,0.008,2,0.008,0.008,0.008,3,0.008,0.008,11,2,0.008,0.008,0.008,10,0.008,36.6,214,0.008,0.008,0.008,0.008,9,0.008
Metabolism,Glycan biosynthesis and metabolism,ko00571,Lipoarabinomannan (LAM) biosynthesis,4.5,0.008,3.66,30.74,14.34,2.5,6,1.5,0.008,5.66,61.84,15,1.8,11.5,21.16,2.5,10.34,3.34,5.66,7.66,14.03,3.66,0.008,14.3,7.66,0.008,8,7,2.66,0.008,9.47,3.34
Metabolism,Energy metabolism,ko00196,Photosynthesis - antenna proteins,0.008,48,0.008,12,0.008,0.008,12,12,0.008,0.008,0.008,0.008,0.008,0.008,12,0.008,12,0.008,0.008,0.008,96,12,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008
Genetic Information Processing,Transcription,ko03022,Basal transcription factors,3,0.08,0.008,3,1,0.008,3,1,0.008,2,7.5,0.008,1,0.31,0.5,0.008,2,0.008,0.08,1,0.008,0.008,0.008,0.5,1,4.08,0.5,0.5,0.008,0.008,2.23,0.008
Metabolism,Biosynthesis of other secondary metabolites,ko00404,Staurosporine biosynthesis,0.008,0.008,0.008,12,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,18,0.008,0.008,0.008,0.008,0.008,0.008,2.5,0.008
Metabolism,Xenobiotics biodegradation and metabolism,ko00984,Steroid degradation,0.008,0.008,0.008,0.5,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,17.5,1,0.008,0.008,0.008,0.008,0.008,0.008,1.17,0.008,0.008,9.67,0.008,0.008,0.008,0.008,0.008,0.008,0.17,0.008
Environmental Information Processing,Signal transduction,ko04071,Sphingolipid signaling pathway,0.008,0.008,0.33,1.67,0.67,0.008,0.008,0.008,0.008,0.33,0.67,0.008,0.8,0.008,3.33,0.008,1.67,0.67,0.33,0.33,5.53,1.33,0.008,3.33,0.33,0.008,0.008,0.008,0.33,0.008,0.33,0.67
Human Diseases,Infectious disease: bacterial,ko05110,Vibrio cholerae infection,0.008,0.008,0.008,1,0.008,0.008,0.008,0.008,0.008,0.008,3,1,1.6,1,0.008,0.008,0.008,2,0.008,0.008,5.4,0.008,0.008,2,2,0.008,0.008,0.008,2,0.008,0.008,0.008
Organismal Systems,Nervous system,ko04721,Synaptic vesicle cycle,0.008,0.6,0.008,5.2,0.008,0.008,0.008,0.008,3.8,1,0.008,0.4,0.008,0.8,0.008,0.008,2,0.008,0.8,1.8,0.008,0.008,0.008,1.2,1,0.008,0.6,0.2,1.6,0.008,0.008,0.008
Organismal Systems,Excretory system,ko04962,Vasopressin-regulated water reabsorption,0.008,0.6,0.008,5.2,0.008,0.008,0.008,0.008,3.8,1,0.008,0.4,0.008,0.8,0.008,0.008,2,0.008,0.8,1.8,0.008,0.008,0.008,1.2,0.008,0.008,0.6,0.2,1.6,0.008,0.008,0.008
Organismal Systems,Endocrine system,ko04916,Melanogenesis,0.008,0.008,0.008,0.25,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,6.17,0.008,0.008,10.42,0.008,0.008,0.008,0.008,0.008,0.008,0.67,0.008
Metabolism,Biosynthesis of other secondary metabolites,ko00901,Indole alkaloid biosynthesis,0.008,0.008,0.008,0.008,5,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,3,1,0.008,0.008,0.008
Human Diseases,Immune disease,ko05322,Systemic lupus erythematosus,0.008,0.008,0.008,2,0.008,0.008,0.008,0.008,0.008,0.008,2,1,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,2,0.008,0.008,2,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008
Organismal Systems,Digestive system,ko04970,Salivary secretion,0.008,0.008,0.008,0.008,0.008,3,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,1,0.008,0.008,0.008,0.008,0.008,0.008,3,0.008,0.008,0.008,0.008,0.008,0.008,1,0.008,0.008
Cellular Processes,Cell growth and death,ko04110,Cell cycle,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,1,0.008,0.008,1,0.008,0.008,2,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008
Cellular Processes,Cell growth and death,ko04111,Cell cycle - yeast,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,1,0.008,0.008,1,0.008,0.008,2,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008
Metabolism,Biosynthesis of other secondary metabolites,ko00943,Isoflavonoid biosynthesis,0.008,0.008,0.008,1,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,2,0.008,0.008,1,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008
Organismal Systems,Endocrine system,ko04924,Renin secretion,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,3,0.008,0.008,0.008,0.008,0.008,0.008,0.5,0.008
Organismal Systems,Endocrine system,ko04928,"Parathyroid hormone synthesis, secretion and action",0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,1,0.008,0.008,0.33,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008
Metabolism,Metabolism of terpenoids and polyketides,ko01052,Type I polyketide structures,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.29,0.008,0.008,0.008,0.008,0.57,0.008,0.43,0.008,0.008,0.008,0.008,0.008,0.008,0.008
Organismal Systems,Excretory system,ko04966,Collecting duct acid secretion,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,1,0.008,0.008,0.008,0.008,0.008,0.008,0.008
Cellular Processes,Transport and catabolism,ko04145,Phagosome,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,1,0.008,0.008,0.008,0.008,0.008,0.008,0.008
Human Diseases,Immune disease,ko05323,Rheumatoid arthritis,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,1,0.008,0.008,0.008,0.008,0.008,0.008,0.008
Environmental Information Processing,Signal transduction,ko04150,mTOR signaling pathway,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,1,0.008,0.008,0.008,0.008,0.008,0.008,0.008
Genetic Information Processing,Replication and repair,ko03460,Fanconi anemia pathway,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.17,0.008,0.008,0.67,0.008,0.008,0.008,0.008,0.008,0.008,0.17,0.008
Metabolism,Xenobiotics biodegradation and metabolism,ko00363,Bisphenol degradation,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.8,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.2,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008
